ImageIndex,Date,PixelIndex,Latitude,Longitude,Band1,Band2,Band3,Band4,Fire_binary
438,2021-05,2085,-12.509354741713778,-76.69002920480345,955.0,1159.0,1343.0,1570.0,0
438,2021-05,2086,-12.509354741713778,-76.68998428903924,960.0,1165.0,1342.0,1572.0,0
438,2021-05,2087,-12.509354741713778,-76.68993937327504,957.0,1170.0,1361.0,1593.0,0
438,2021-05,2088,-12.509354741713778,-76.68989445751085,963.0,1159.0,1385.0,1616.0,0
438,2021-05,2089,-12.509354741713778,-76.68984954174664,965.0,1153.0,1368.0,1637.0,0
438,2021-05,2090,-12.509354741713778,-76.68980462598243,961.0,1167.0,1333.0,1648.0,0
438,2021-05,2091,-12.509354741713778,-76.68975971021823,959.0,1178.0,1330.0,1633.0,0
438,2021-05,2092,-12.509354741713778,-76.68971479445402,960.0,1180.0,1333.0,1607.0,0
438,2021-05,2093,-12.509354741713778,-76.68966987868981,955.0,1175.0,1337.0,1581.0,0
438,2021-05,2094,-12.509354741713778,-76.6896249629256,947.0,1173.0,1332.0,1570.0,0
438,2021-05,2095,-12.509354741713778,-76.6895800471614,939.0,1165.0,1333.0,1569.0,0
438,2021-05,2096,-12.509354741713778,-76.6895351313972,931.0,1164.0,1320.0,1556.0,0
438,2021-05,2097,-12.509354741713778,-76.68949021563299,939.0,1174.0,1304.0,1536.0,0
438,2021-05,2098,-12.509354741713778,-76.68944529986878,962.0,1194.0,1328.0,1533.0,0
438,2021-05,2099,-12.509354741713778,-76.68940038410457,961.0,1178.0,1352.0,1517.0,0
438,2021-05,2100,-12.509354741713778,-76.68935546834037,927.0,1141.0,1279.0,1463.0,0
438,2021-05,2101,-12.509354741713778,-76.68931055257616,931.0,1158.0,1300.0,1436.0,0
438,2021-05,2102,-12.509354741713778,-76.68926563681195,947.0,1193.0,1319.0,1461.0,0
438,2021-05,2103,-12.509354741713778,-76.68922072104775,975.0,1226.0,1353.0,1540.0,0
438,2021-05,2104,-12.509354741713778,-76.68917580528354,1006.0,1261.0,1413.0,1644.0,0
438,2021-05,2105,-12.509354741713778,-76.68913088951933,1042.0,1304.0,1468.0,1720.0,0
438,2021-05,2106,-12.509354741713778,-76.68908597375513,1048.0,1290.0,1498.0,1713.0,0
438,2021-05,2107,-12.509354741713778,-76.68904105799092,1013.0,1245.0,1439.0,1662.0,0
438,2021-05,2108,-12.509354741713778,-76.68899614222671,994.0,1209.0,1365.0,1619.0,0
438,2021-05,2109,-12.509354741713778,-76.6889512264625,970.0,1184.0,1341.0,1567.0,0
438,2021-05,2110,-12.509354741713778,-76.68890631069831,963.0,1166.0,1309.0,1523.0,0
438,2021-05,2111,-12.509354741713778,-76.68886139493411,962.0,1160.0,1289.0,1514.0,0
438,2021-05,2112,-12.509354741713778,-76.6888164791699,967.0,1152.0,1280.0,1523.0,0
438,2021-05,2113,-12.509354741713778,-76.6887715634057,966.0,1135.0,1275.0,1530.0,0
438,2021-05,2114,-12.509354741713778,-76.68872664764149,952.0,1130.0,1277.0,1524.0,0
438,2021-05,2115,-12.509354741713778,-76.68868173187728,970.0,1144.0,1284.0,1518.0,0
438,2021-05,2116,-12.509354741713778,-76.68863681611307,981.0,1132.0,1284.0,1531.0,0
438,2021-05,2117,-12.509354741713778,-76.68859190034887,973.0,1122.0,1281.0,1546.0,0
438,2021-05,2118,-12.509354741713778,-76.68854698458466,967.0,1121.0,1280.0,1571.0,0
438,2021-05,2119,-12.509354741713778,-76.68850206882045,960.0,1110.0,1288.0,1602.0,0
438,2021-05,2120,-12.509354741713778,-76.68845715305625,952.0,1098.0,1286.0,1656.0,0
438,2021-05,2121,-12.509354741713778,-76.68841223729204,928.0,1107.0,1262.0,1715.0,0
438,2021-05,2122,-12.509354741713778,-76.68836732152783,987.0,1172.0,1327.0,1779.0,0
438,2021-05,2123,-12.509354741713778,-76.68832240576363,1003.0,1182.0,1351.0,1777.0,0
438,2021-05,2124,-12.509354741713778,-76.68827748999942,1012.0,1200.0,1355.0,1792.0,1
438,2021-05,2125,-12.509354741713778,-76.68823257423522,1016.0,1212.0,1355.0,1799.0,1
438,2021-05,2126,-12.509354741713778,-76.68818765847101,1015.0,1195.0,1353.0,1781.0,1
438,2021-05,2127,-12.509354741713778,-76.6881427427068,1014.0,1181.0,1349.0,1772.0,1
438,2021-05,2128,-12.509354741713778,-76.6880978269426,1022.0,1184.0,1359.0,1757.0,1
438,2021-05,2129,-12.509354741713778,-76.68805291117839,1031.0,1192.0,1360.0,1727.0,1
438,2021-05,2130,-12.509354741713778,-76.68800799541418,1029.0,1205.0,1348.0,1707.0,1
438,2021-05,2131,-12.509354741713778,-76.68796307964998,1019.0,1203.0,1347.0,1691.0,1
438,2021-05,2132,-12.509354741713778,-76.68791816388578,1007.0,1192.0,1344.0,1665.0,1
438,2021-05,2133,-12.509354741713778,-76.68787324812158,1018.0,1173.0,1338.0,1635.0,1
438,2021-05,2134,-12.509354741713778,-76.68782833235737,998.0,1144.0,1310.0,1604.0,1
438,2021-05,2135,-12.509354741713778,-76.68778341659316,940.0,1107.0,1262.0,1578.0,1
438,2021-05,2136,-12.509354741713778,-76.68773850082896,939.0,1124.0,1238.0,1583.0,1
438,2021-05,2137,-12.509354741713778,-76.68769358506475,984.0,1178.0,1274.0,1621.0,1
438,2021-05,2138,-12.509354741713778,-76.68764866930054,994.0,1184.0,1312.0,1630.0,1
438,2021-05,2139,-12.509354741713778,-76.68760375353634,993.0,1191.0,1334.0,1580.0,1
438,2021-05,2140,-12.509354741713778,-76.68755883777213,1004.0,1170.0,1340.0,1535.0,1
438,2021-05,2141,-12.509354741713778,-76.68751392200792,994.0,1135.0,1312.0,1518.0,1
438,2021-05,2142,-12.509354741713778,-76.68746900624372,981.0,1143.0,1296.0,1517.0,1
438,2021-05,2143,-12.509354741713778,-76.68742409047951,984.0,1166.0,1304.0,1554.0,1
438,2021-05,2144,-12.509354741713778,-76.6873791747153,1000.0,1174.0,1321.0,1553.0,1
438,2021-05,2145,-12.509354741713778,-76.6873342589511,993.0,1167.0,1317.0,1527.0,1
438,2021-05,2146,-12.509354741713778,-76.68728934318689,982.0,1160.0,1291.0,1478.0,1
438,2021-05,2147,-12.509354741713778,-76.68724442742268,973.0,1168.0,1296.0,1457.0,1
438,2021-05,2148,-12.509354741713778,-76.68719951165848,974.0,1168.0,1314.0,1457.0,1
438,2021-05,2149,-12.509354741713778,-76.68715459589427,993.0,1166.0,1320.0,1451.0,1
438,2021-05,2150,-12.509354741713778,-76.68710968013006,1012.0,1173.0,1326.0,1452.0,1
438,2021-05,2151,-12.509354741713778,-76.68706476436586,1011.0,1164.0,1310.0,1424.0,1
438,2021-05,2152,-12.509354741713778,-76.68701984860165,981.0,1164.0,1292.0,1376.0,1
438,2021-05,2153,-12.509354741713778,-76.68697493283744,952.0,1141.0,1280.0,1349.0,1
438,2021-05,2154,-12.509354741713778,-76.68693001707325,948.0,1119.0,1256.0,1305.0,1
438,2021-05,2155,-12.509354741713778,-76.68688510130904,931.0,1092.0,1216.0,1227.0,1
438,2021-05,2156,-12.509354741713778,-76.68684018554484,895.0,1054.0,1170.0,1167.0,1
438,2021-05,2157,-12.509354741713778,-76.68679526978063,849.0,1021.0,1111.0,1115.0,1
438,2021-05,2158,-12.509354741713778,-76.68675035401643,828.0,979.0,1061.0,1075.0,1
438,2021-05,2159,-12.509399657477985,-76.69043344668131,923.0,1127.0,1304.0,1528.0,0
438,2021-05,2160,-12.509399657477985,-76.6903885309171,929.0,1133.0,1296.0,1524.0,0
438,2021-05,2161,-12.509399657477985,-76.6903436151529,920.0,1128.0,1298.0,1510.0,0
438,2021-05,2162,-12.509399657477985,-76.69029869938869,918.0,1139.0,1275.0,1544.0,0
438,2021-05,2163,-12.509399657477985,-76.69025378362448,922.0,1132.0,1301.0,1552.0,0
438,2021-05,2164,-12.509399657477985,-76.69020886786028,932.0,1154.0,1327.0,1555.0,0
438,2021-05,2165,-12.509399657477985,-76.69016395209607,943.0,1171.0,1341.0,1548.0,0
438,2021-05,2166,-12.509399657477985,-76.69011903633186,949.0,1175.0,1354.0,1547.0,0
438,2021-05,2167,-12.509399657477985,-76.69007412056766,957.0,1174.0,1355.0,1569.0,0
438,2021-05,2168,-12.509399657477985,-76.69002920480345,955.0,1166.0,1358.0,1588.0,0
438,2021-05,2169,-12.509399657477985,-76.68998428903924,954.0,1159.0,1362.0,1571.0,0
438,2021-05,2170,-12.509399657477985,-76.68993937327504,959.0,1170.0,1376.0,1577.0,0
438,2021-05,2171,-12.509399657477985,-76.68989445751085,961.0,1184.0,1388.0,1620.0,0
438,2021-05,2172,-12.509399657477985,-76.68984954174664,964.0,1187.0,1370.0,1647.0,0
438,2021-05,2173,-12.509399657477985,-76.68980462598243,971.0,1188.0,1354.0,1628.0,0
438,2021-05,2174,-12.509399657477985,-76.68975971021823,972.0,1192.0,1359.0,1607.0,0
438,2021-05,2175,-12.509399657477985,-76.68971479445402,970.0,1192.0,1369.0,1585.0,0
438,2021-05,2176,-12.509399657477985,-76.68966987868981,977.0,1179.0,1368.0,1562.0,0
438,2021-05,2177,-12.509399657477985,-76.6896249629256,981.0,1164.0,1363.0,1553.0,0
438,2021-05,2178,-12.509399657477985,-76.6895800471614,966.0,1175.0,1354.0,1560.0,0
438,2021-05,2179,-12.509399657477985,-76.6895351313972,940.0,1163.0,1329.0,1569.0,0
438,2021-05,2180,-12.509399657477985,-76.68949021563299,955.0,1155.0,1312.0,1561.0,0
438,2021-05,2181,-12.509399657477985,-76.68944529986878,984.0,1178.0,1339.0,1538.0,0
438,2021-05,2182,-12.509399657477985,-76.68940038410457,978.0,1172.0,1347.0,1510.0,0
438,2021-05,2183,-12.509399657477985,-76.68935546834037,923.0,1153.0,1293.0,1479.0,0
438,2021-05,2184,-12.509399657477985,-76.68931055257616,934.0,1154.0,1307.0,1459.0,0
438,2021-05,2185,-12.509399657477985,-76.68926563681195,952.0,1163.0,1307.0,1453.0,0
438,2021-05,2186,-12.509399657477985,-76.68922072104775,956.0,1186.0,1318.0,1485.0,0
438,2021-05,2187,-12.509399657477985,-76.68917580528354,1004.0,1265.0,1393.0,1555.0,0
438,2021-05,2188,-12.509399657477985,-76.68913088951933,1090.0,1329.0,1480.0,1630.0,0
438,2021-05,2189,-12.509399657477985,-76.68908597375513,1086.0,1307.0,1499.0,1661.0,0
438,2021-05,2190,-12.509399657477985,-76.68904105799092,1035.0,1253.0,1467.0,1658.0,0
438,2021-05,2191,-12.509399657477985,-76.68899614222671,998.0,1206.0,1399.0,1632.0,0
438,2021-05,2192,-12.509399657477985,-76.6889512264625,972.0,1176.0,1336.0,1579.0,0
438,2021-05,2193,-12.509399657477985,-76.68890631069831,971.0,1164.0,1295.0,1526.0,0
438,2021-05,2194,-12.509399657477985,-76.68886139493411,977.0,1165.0,1289.0,1511.0,0
438,2021-05,2195,-12.509399657477985,-76.6888164791699,984.0,1165.0,1272.0,1521.0,0
438,2021-05,2196,-12.509399657477985,-76.6887715634057,977.0,1146.0,1283.0,1535.0,0
438,2021-05,2197,-12.509399657477985,-76.68872664764149,962.0,1130.0,1288.0,1540.0,0
438,2021-05,2198,-12.509399657477985,-76.68868173187728,987.0,1133.0,1285.0,1537.0,0
438,2021-05,2199,-12.509399657477985,-76.68863681611307,999.0,1139.0,1280.0,1539.0,0
438,2021-05,2200,-12.509399657477985,-76.68859190034887,992.0,1145.0,1295.0,1551.0,0
438,2021-05,2201,-12.509399657477985,-76.68854698458466,976.0,1134.0,1292.0,1590.0,0
438,2021-05,2202,-12.509399657477985,-76.68850206882045,947.0,1106.0,1266.0,1630.0,0
438,2021-05,2203,-12.509399657477985,-76.68845715305625,927.0,1104.0,1277.0,1681.0,0
438,2021-05,2204,-12.509399657477985,-76.68841223729204,936.0,1139.0,1279.0,1727.0,0
438,2021-05,2205,-12.509399657477985,-76.68836732152783,995.0,1171.0,1335.0,1767.0,0
438,2021-05,2206,-12.509399657477985,-76.68832240576363,990.0,1171.0,1343.0,1774.0,0
438,2021-05,2207,-12.509399657477985,-76.68827748999942,1000.0,1194.0,1344.0,1794.0,1
438,2021-05,2208,-12.509399657477985,-76.68823257423522,1022.0,1222.0,1358.0,1802.0,1
438,2021-05,2209,-12.509399657477985,-76.68818765847101,1027.0,1204.0,1367.0,1820.0,1
438,2021-05,2210,-12.509399657477985,-76.6881427427068,1013.0,1177.0,1362.0,1846.0,1
438,2021-05,2211,-12.509399657477985,-76.6880978269426,997.0,1191.0,1365.0,1804.0,1
438,2021-05,2212,-12.509399657477985,-76.68805291117839,1034.0,1206.0,1379.0,1735.0,1
438,2021-05,2213,-12.509399657477985,-76.68800799541418,1050.0,1202.0,1377.0,1725.0,1
438,2021-05,2214,-12.509399657477985,-76.68796307964998,1033.0,1208.0,1358.0,1721.0,1
438,2021-05,2215,-12.509399657477985,-76.68791816388578,1012.0,1213.0,1368.0,1682.0,1
438,2021-05,2216,-12.509399657477985,-76.68787324812158,1010.0,1199.0,1368.0,1626.0,1
438,2021-05,2217,-12.509399657477985,-76.68782833235737,993.0,1163.0,1321.0,1583.0,1
438,2021-05,2218,-12.509399657477985,-76.68778341659316,966.0,1126.0,1268.0,1555.0,1
438,2021-05,2219,-12.509399657477985,-76.68773850082896,966.0,1150.0,1264.0,1566.0,1
438,2021-05,2220,-12.509399657477985,-76.68769358506475,1002.0,1195.0,1309.0,1616.0,1
438,2021-05,2221,-12.509399657477985,-76.68764866930054,1013.0,1172.0,1333.0,1629.0,1
438,2021-05,2222,-12.509399657477985,-76.68760375353634,991.0,1167.0,1324.0,1583.0,1
438,2021-05,2223,-12.509399657477985,-76.68755883777213,1000.0,1144.0,1313.0,1543.0,1
438,2021-05,2224,-12.509399657477985,-76.68751392200792,996.0,1113.0,1301.0,1524.0,1
438,2021-05,2225,-12.509399657477985,-76.68746900624372,977.0,1122.0,1281.0,1525.0,1
438,2021-05,2226,-12.509399657477985,-76.68742409047951,967.0,1155.0,1306.0,1555.0,1
438,2021-05,2227,-12.509399657477985,-76.6873791747153,973.0,1150.0,1304.0,1547.0,1
438,2021-05,2228,-12.509399657477985,-76.6873342589511,975.0,1147.0,1286.0,1527.0,1
438,2021-05,2229,-12.509399657477985,-76.68728934318689,975.0,1145.0,1274.0,1483.0,1
438,2021-05,2230,-12.509399657477985,-76.68724442742268,982.0,1159.0,1286.0,1440.0,1
438,2021-05,2231,-12.509399657477985,-76.68719951165848,981.0,1155.0,1289.0,1429.0,1
438,2021-05,2232,-12.509399657477985,-76.68715459589427,980.0,1138.0,1287.0,1422.0,1
438,2021-05,2233,-12.509399657477985,-76.68710968013006,987.0,1137.0,1290.0,1412.0,1
438,2021-05,2234,-12.509399657477985,-76.68706476436586,982.0,1146.0,1276.0,1394.0,1
438,2021-05,2235,-12.509399657477985,-76.68701984860165,966.0,1144.0,1259.0,1363.0,1
438,2021-05,2236,-12.509399657477985,-76.68697493283744,960.0,1117.0,1251.0,1329.0,1
438,2021-05,2237,-12.509399657477985,-76.68693001707325,944.0,1097.0,1231.0,1282.0,1
438,2021-05,2238,-12.509399657477985,-76.68688510130904,918.0,1078.0,1193.0,1213.0,1
438,2021-05,2239,-12.509399657477985,-76.68684018554484,889.0,1048.0,1141.0,1159.0,1
438,2021-05,2240,-12.509399657477985,-76.68679526978063,855.0,1005.0,1096.0,1104.0,1
438,2021-05,2241,-12.509399657477985,-76.68675035401643,831.0,971.0,1058.0,1068.0,1
438,2021-05,2242,-12.50944457324219,-76.69043344668131,922.0,1145.0,1317.0,1537.0,0
438,2021-05,2243,-12.50944457324219,-76.6903885309171,925.0,1147.0,1316.0,1534.0,0
438,2021-05,2244,-12.50944457324219,-76.6903436151529,917.0,1148.0,1320.0,1520.0,0
438,2021-05,2245,-12.50944457324219,-76.69029869938869,928.0,1152.0,1294.0,1513.0,0
438,2021-05,2246,-12.50944457324219,-76.69025378362448,937.0,1136.0,1306.0,1521.0,0
438,2021-05,2247,-12.50944457324219,-76.69020886786028,934.0,1154.0,1328.0,1534.0,0
438,2021-05,2248,-12.50944457324219,-76.69016395209607,935.0,1173.0,1342.0,1536.0,0
438,2021-05,2249,-12.50944457324219,-76.69011903633186,943.0,1176.0,1378.0,1534.0,0
438,2021-05,2250,-12.50944457324219,-76.69007412056766,954.0,1181.0,1372.0,1559.0,0
438,2021-05,2251,-12.50944457324219,-76.69002920480345,957.0,1172.0,1377.0,1580.0,0
438,2021-05,2252,-12.50944457324219,-76.68998428903924,951.0,1164.0,1376.0,1563.0,0
438,2021-05,2253,-12.50944457324219,-76.68993937327504,949.0,1176.0,1370.0,1552.0,0
438,2021-05,2254,-12.50944457324219,-76.68989445751085,964.0,1184.0,1379.0,1595.0,0
438,2021-05,2255,-12.50944457324219,-76.68984954174664,969.0,1189.0,1381.0,1622.0,0
438,2021-05,2256,-12.50944457324219,-76.68980462598243,971.0,1189.0,1377.0,1587.0,0
438,2021-05,2257,-12.50944457324219,-76.68975971021823,975.0,1189.0,1389.0,1567.0,0
438,2021-05,2258,-12.50944457324219,-76.68971479445402,975.0,1194.0,1399.0,1569.0,0
438,2021-05,2259,-12.50944457324219,-76.68966987868981,983.0,1200.0,1392.0,1567.0,0
438,2021-05,2260,-12.50944457324219,-76.6896249629256,982.0,1196.0,1378.0,1573.0,0
438,2021-05,2261,-12.50944457324219,-76.6895800471614,973.0,1187.0,1373.0,1583.0,0
438,2021-05,2262,-12.50944457324219,-76.6895351313972,958.0,1178.0,1370.0,1599.0,0
438,2021-05,2263,-12.50944457324219,-76.68949021563299,958.0,1171.0,1339.0,1590.0,0
438,2021-05,2264,-12.50944457324219,-76.68944529986878,973.0,1175.0,1344.0,1549.0,0
438,2021-05,2265,-12.50944457324219,-76.68940038410457,975.0,1167.0,1331.0,1518.0,0
438,2021-05,2266,-12.50944457324219,-76.68935546834037,926.0,1151.0,1297.0,1480.0,0
438,2021-05,2267,-12.50944457324219,-76.68931055257616,937.0,1133.0,1295.0,1481.0,0
438,2021-05,2268,-12.50944457324219,-76.68926563681195,947.0,1114.0,1273.0,1469.0,0
438,2021-05,2269,-12.50944457324219,-76.68922072104775,934.0,1124.0,1275.0,1460.0,0
438,2021-05,2270,-12.50944457324219,-76.68917580528354,970.0,1205.0,1328.0,1501.0,0
438,2021-05,2271,-12.50944457324219,-76.68913088951933,1075.0,1287.0,1442.0,1573.0,0
438,2021-05,2272,-12.50944457324219,-76.68908597375513,1101.0,1288.0,1489.0,1629.0,0
438,2021-05,2273,-12.50944457324219,-76.68904105799092,1041.0,1246.0,1484.0,1655.0,0
438,2021-05,2274,-12.50944457324219,-76.68899614222671,1001.0,1209.0,1431.0,1642.0,0
438,2021-05,2275,-12.50944457324219,-76.6889512264625,982.0,1176.0,1342.0,1600.0,0
438,2021-05,2276,-12.50944457324219,-76.68890631069831,985.0,1165.0,1307.0,1556.0,0
438,2021-05,2277,-12.50944457324219,-76.68886139493411,993.0,1172.0,1304.0,1534.0,0
438,2021-05,2278,-12.50944457324219,-76.6888164791699,996.0,1177.0,1270.0,1538.0,0
438,2021-05,2279,-12.50944457324219,-76.6887715634057,989.0,1157.0,1277.0,1546.0,0
438,2021-05,2280,-12.50944457324219,-76.68872664764149,974.0,1143.0,1288.0,1548.0,0
438,2021-05,2281,-12.50944457324219,-76.68868173187728,975.0,1143.0,1292.0,1547.0,0
438,2021-05,2282,-12.50944457324219,-76.68863681611307,987.0,1152.0,1296.0,1545.0,0
438,2021-05,2283,-12.50944457324219,-76.68859190034887,999.0,1159.0,1298.0,1550.0,0
438,2021-05,2284,-12.50944457324219,-76.68854698458466,990.0,1144.0,1284.0,1577.0,0
438,2021-05,2285,-12.50944457324219,-76.68850206882045,960.0,1113.0,1270.0,1618.0,0
438,2021-05,2286,-12.50944457324219,-76.68845715305625,948.0,1120.0,1281.0,1661.0,0
438,2021-05,2287,-12.50944457324219,-76.68841223729204,963.0,1154.0,1294.0,1698.0,0
438,2021-05,2288,-12.50944457324219,-76.68836732152783,1002.0,1179.0,1349.0,1741.0,0
438,2021-05,2289,-12.50944457324219,-76.68832240576363,992.0,1179.0,1349.0,1760.0,1
438,2021-05,2290,-12.50944457324219,-76.68827748999942,1011.0,1200.0,1364.0,1784.0,1
438,2021-05,2291,-12.50944457324219,-76.68823257423522,1035.0,1222.0,1393.0,1799.0,1
438,2021-05,2292,-12.50944457324219,-76.68818765847101,1033.0,1222.0,1407.0,1843.0,1
438,2021-05,2293,-12.50944457324219,-76.6881427427068,1014.0,1195.0,1395.0,1893.0,1
438,2021-05,2294,-12.50944457324219,-76.6880978269426,1008.0,1192.0,1403.0,1848.0,1
438,2021-05,2295,-12.50944457324219,-76.68805291117839,1025.0,1221.0,1412.0,1774.0,1
438,2021-05,2296,-12.50944457324219,-76.68800799541418,1037.0,1230.0,1410.0,1756.0,1
438,2021-05,2297,-12.50944457324219,-76.68796307964998,1040.0,1234.0,1399.0,1733.0,1
438,2021-05,2298,-12.50944457324219,-76.68791816388578,1036.0,1224.0,1398.0,1673.0,1
438,2021-05,2299,-12.50944457324219,-76.68787324812158,1019.0,1199.0,1382.0,1596.0,1
438,2021-05,2300,-12.50944457324219,-76.68782833235737,991.0,1164.0,1325.0,1543.0,1
438,2021-05,2301,-12.50944457324219,-76.68778341659316,967.0,1135.0,1272.0,1519.0,1
438,2021-05,2302,-12.50944457324219,-76.68773850082896,968.0,1150.0,1272.0,1543.0,1
438,2021-05,2303,-12.50944457324219,-76.68769358506475,1005.0,1179.0,1308.0,1579.0,1
438,2021-05,2304,-12.50944457324219,-76.68764866930054,1017.0,1164.0,1312.0,1583.0,1
438,2021-05,2305,-12.50944457324219,-76.68760375353634,988.0,1147.0,1281.0,1557.0,1
438,2021-05,2306,-12.50944457324219,-76.68755883777213,970.0,1129.0,1261.0,1534.0,1
438,2021-05,2307,-12.50944457324219,-76.68751392200792,970.0,1101.0,1260.0,1526.0,1
438,2021-05,2308,-12.50944457324219,-76.68746900624372,964.0,1109.0,1244.0,1526.0,1
438,2021-05,2309,-12.50944457324219,-76.68742409047951,968.0,1161.0,1305.0,1536.0,1
438,2021-05,2310,-12.50944457324219,-76.6873791747153,975.0,1156.0,1312.0,1535.0,1
438,2021-05,2311,-12.50944457324219,-76.6873342589511,985.0,1155.0,1300.0,1524.0,1
438,2021-05,2312,-12.50944457324219,-76.68728934318689,977.0,1143.0,1283.0,1491.0,1
438,2021-05,2313,-12.50944457324219,-76.68724442742268,970.0,1137.0,1254.0,1450.0,1
438,2021-05,2314,-12.50944457324219,-76.68719951165848,963.0,1129.0,1239.0,1419.0,1
438,2021-05,2315,-12.50944457324219,-76.68715459589427,956.0,1106.0,1236.0,1389.0,1
438,2021-05,2316,-12.50944457324219,-76.68710968013006,956.0,1099.0,1241.0,1367.0,1
438,2021-05,2317,-12.50944457324219,-76.68706476436586,955.0,1118.0,1252.0,1366.0,1
438,2021-05,2318,-12.50944457324219,-76.68701984860165,949.0,1108.0,1248.0,1357.0,1
438,2021-05,2319,-12.50944457324219,-76.68697493283744,953.0,1092.0,1233.0,1315.0,1
438,2021-05,2320,-12.50944457324219,-76.68693001707325,934.0,1080.0,1205.0,1264.0,1
438,2021-05,2321,-12.50944457324219,-76.68688510130904,901.0,1060.0,1167.0,1216.0,1
438,2021-05,2322,-12.50944457324219,-76.68684018554484,880.0,1026.0,1123.0,1154.0,1
438,2021-05,2323,-12.50944457324219,-76.68679526978063,856.0,985.0,1088.0,1095.0,1
438,2021-05,2324,-12.50944457324219,-76.68675035401643,826.0,970.0,1056.0,1075.0,1
438,2021-05,2325,-12.509489489006397,-76.69043344668131,939.0,1157.0,1321.0,1541.0,0
438,2021-05,2326,-12.509489489006397,-76.6903885309171,927.0,1162.0,1336.0,1536.0,0
438,2021-05,2327,-12.509489489006397,-76.6903436151529,912.0,1154.0,1339.0,1525.0,0
438,2021-05,2328,-12.509489489006397,-76.69029869938869,944.0,1148.0,1345.0,1492.0,0
438,2021-05,2329,-12.509489489006397,-76.69025378362448,952.0,1140.0,1334.0,1504.0,0
438,2021-05,2330,-12.509489489006397,-76.69020886786028,945.0,1149.0,1332.0,1518.0,0
438,2021-05,2331,-12.509489489006397,-76.69016395209607,945.0,1164.0,1337.0,1523.0,0
438,2021-05,2332,-12.509489489006397,-76.69011903633186,945.0,1174.0,1364.0,1519.0,0
438,2021-05,2333,-12.509489489006397,-76.69007412056766,934.0,1177.0,1369.0,1525.0,0
438,2021-05,2334,-12.509489489006397,-76.69002920480345,941.0,1177.0,1380.0,1533.0,0
438,2021-05,2335,-12.509489489006397,-76.68998428903924,956.0,1173.0,1374.0,1532.0,0
438,2021-05,2336,-12.509489489006397,-76.68993937327504,955.0,1170.0,1373.0,1517.0,0
438,2021-05,2337,-12.509489489006397,-76.68989445751085,959.0,1168.0,1368.0,1527.0,0
438,2021-05,2338,-12.509489489006397,-76.68984954174664,967.0,1170.0,1373.0,1555.0,0
438,2021-05,2339,-12.509489489006397,-76.68980462598243,970.0,1175.0,1371.0,1550.0,0
438,2021-05,2340,-12.509489489006397,-76.68975971021823,970.0,1176.0,1370.0,1553.0,0
438,2021-05,2341,-12.509489489006397,-76.68971479445402,970.0,1185.0,1387.0,1570.0,0
438,2021-05,2342,-12.509489489006397,-76.68966987868981,978.0,1196.0,1396.0,1573.0,0
438,2021-05,2343,-12.509489489006397,-76.6896249629256,992.0,1189.0,1384.0,1580.0,0
438,2021-05,2344,-12.509489489006397,-76.6895800471614,986.0,1185.0,1386.0,1603.0,0
438,2021-05,2345,-12.509489489006397,-76.6895351313972,973.0,1190.0,1379.0,1623.0,0
438,2021-05,2346,-12.509489489006397,-76.68949021563299,966.0,1187.0,1346.0,1615.0,0
438,2021-05,2347,-12.509489489006397,-76.68944529986878,968.0,1176.0,1342.0,1566.0,0
438,2021-05,2348,-12.509489489006397,-76.68940038410457,967.0,1166.0,1324.0,1523.0,0
438,2021-05,2349,-12.509489489006397,-76.68935546834037,951.0,1153.0,1285.0,1473.0,0
438,2021-05,2350,-12.509489489006397,-76.68931055257616,938.0,1116.0,1280.0,1481.0,0
438,2021-05,2351,-12.509489489006397,-76.68926563681195,926.0,1085.0,1249.0,1474.0,0
438,2021-05,2352,-12.509489489006397,-76.68922072104775,910.0,1090.0,1222.0,1456.0,0
438,2021-05,2353,-12.509489489006397,-76.68917580528354,924.0,1139.0,1256.0,1490.0,0
438,2021-05,2354,-12.509489489006397,-76.68913088951933,990.0,1225.0,1375.0,1561.0,0
438,2021-05,2355,-12.509489489006397,-76.68908597375513,1055.0,1250.0,1447.0,1622.0,0
438,2021-05,2356,-12.509489489006397,-76.68904105799092,1039.0,1239.0,1451.0,1656.0,0
438,2021-05,2357,-12.509489489006397,-76.68899614222671,1016.0,1223.0,1432.0,1654.0,0
438,2021-05,2358,-12.509489489006397,-76.6889512264625,1012.0,1191.0,1378.0,1627.0,0
438,2021-05,2359,-12.509489489006397,-76.68890631069831,1009.0,1182.0,1342.0,1585.0,0
438,2021-05,2360,-12.509489489006397,-76.68886139493411,1005.0,1193.0,1321.0,1553.0,0
438,2021-05,2361,-12.509489489006397,-76.6888164791699,1002.0,1178.0,1284.0,1542.0,0
438,2021-05,2362,-12.509489489006397,-76.6887715634057,993.0,1159.0,1275.0,1537.0,0
438,2021-05,2363,-12.509489489006397,-76.68872664764149,971.0,1154.0,1285.0,1542.0,0
438,2021-05,2364,-12.509489489006397,-76.68868173187728,956.0,1159.0,1288.0,1546.0,0
438,2021-05,2365,-12.509489489006397,-76.68863681611307,976.0,1152.0,1300.0,1546.0,0
438,2021-05,2366,-12.509489489006397,-76.68859190034887,998.0,1149.0,1294.0,1547.0,0
438,2021-05,2367,-12.509489489006397,-76.68854698458466,989.0,1135.0,1276.0,1564.0,0
